name,lenS,label,名詞,agent_utterance,cls,theme,freq,agent_utterance_refine,depend_word,nod_word,thank_word,questionmark,default,スポーツ,旅行,音楽,食事,UI3average,UI3average_diff
1902F2001_031,39,5,0, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,2,スポーツ,20, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,0,0,0,1,0,1,0,0,0,5,-0.6
1902F2001_032,60,4.4,0, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,7,スポーツ,19, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,0,0,0,0,0,1,0,0,0,4.4,-0.6
1902F2001_033,23,5.4,0, オリンピックは今までに見たことはありますか？,2,スポーツ,15, オリンピックは今までに見たことはありますか？,0,0,0,1,0,1,0,0,0,5.4,1
1902F2001_034,20,5.4,8, 具体的に教えてもらっていいですか？,6,default,20, 具体的に教えてもらっていいですか？,1,0,0,1,1,0,0,0,0,5.4,0
1902F2001_035,16,4,0, なるほど、よくご存じですね・・,1,default,7, なるほど、よくご存じですね。,0,1,0,0,1,0,0,0,0,4,-1.4
1902F2001_036,30,3.2,0, そうですか。そのスポーツはテレビで鑑賞はされますか・・,0,スポーツ,3, そのスポーツはテレビで鑑賞はされますか？,1,0,0,1,0,1,0,0,0,3.2,-0.8
1902F2001_038,34,5.8,0, パリで開催されるオリンピックを、見にいく予定はありますか？,2,スポーツ,16, パリで開催されるオリンピックを、見にいく予定はありますか？,0,0,0,1,0,1,0,0,0,5.8,2.6
1902F2001_039,12,4.2,0, そうですね、わかります。,1,default,4, そうですね、わかります。,0,1,0,0,1,0,0,0,0,4.2,-1.6
1902F2001_040,23,4.8,1, なにかおすすめのスポーツ観戦はありますか？,2,スポーツ,5, なにかおすすめのスポーツ観戦はありますか？,0,0,0,1,0,1,0,0,0,4.8,0.6
1902F2001_042,33,2.8,0, そうなんですか．それでは一度独自で調べてみたいと思います．,3,default,3, そうなんですか。それでは一度独自で調べてみたいと思います。,1,0,0,0,1,0,0,0,0,2.8,-2
1902F2001_049,20,6.2,18, それのどういったところが好きなんですか？,6,default,5, それのどういったところが好きなんですか？,1,0,0,1,1,0,0,0,0,6.2,3.4
1902F2001_052,24,5.2,11, もう少し詳しく教えていただいていいですか。,2,default,31, もう少し詳しく教えていただいていいですか？,0,0,0,1,1,0,0,0,0,5.2,-1
1902F2001_053,7,3.8,0, すごいですね。,3,default,9, すごいですね。,0,0,0,0,1,0,0,0,0,3.8,-1.4
1902F2001_053,7,3.8,0, すごいですね。,3,default,9, すごいですね。,0,0,0,0,1,0,0,0,0,3.8,0
1902F2001_097,7,4.4,0, すごいですね。,3,default,9, すごいですね。,0,0,0,0,1,0,0,0,0,4.4,0.600000000000001
1902F2001_097,7,4.4,0, すごいですね。,3,default,9, すごいですね。,0,0,0,0,1,0,0,0,0,4.4,0
1902F2001_056,13,3.8,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1,0,0,0,0,3.8,-0.600000000000001
1902F2001_070,13,3.8,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1,0,0,0,0,3.8,0
1902F2001_058,38,4.8,1, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,2,音楽,22, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,0,0,0,1,0,0,0,1,0,4.8,1
1902F2001_060,15,5.8,4, 具体的に教えてください？,6,default,3, 具体的に教えてください？,1,0,0,1,1,0,0,0,0,5.8,1
1902F2001_061,22,3.6,4, その歌手のどういうところが好きなんですか？,0,音楽,10, その歌手のどういうところが好きなんですか？,1,0,0,1,0,0,0,1,0,3.6,-2.2
1902F2001_062,8,3.8,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1,0,0,0,0,3.8,0.2
1902F2001_082,8,3.8,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1,0,0,0,0,3.8,0
1902F2001_106,8,4,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1,0,0,0,0,4,0.2
1902F2001_064,11,4.4,0, カラオケは好きですか？,2,音楽,14, カラオケは好きですか？,0,0,0,1,0,0,0,1,0,4.4,0.4
1902F2001_065,18,4.4,4, カラオケでよくなにをうたうのですか？,2,音楽,9, カラオケでよく何を歌うのですか？,0,0,0,1,0,0,0,1,0,4.4,0
1902F2001_067,12,3.8,0, とても楽しそうですね。,1,音楽,10, とても楽しそうですね。,0,1,0,0,0,0,0,1,0,3.8,-0.600000000000001
1902F2001_068,91,2.8,0, 「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,2,音楽,8, スローテンポの曲で、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く曲とかはありますか？,0,0,0,1,0,0,0,1,0,2.8,-1
1902F2001_075,17,4.2,0, なるほど、勉強になります・・,1,default,16, なるほど、勉強になります。,0,1,0,0,1,0,0,0,0,4.2,1.4
1902F2001_080,17,4,0, なるほど、勉強になります・・,1,default,16, なるほど、勉強になります。,0,1,0,0,1,0,0,0,0,4,-0.2
1902F2001_095,17,5.4,0, さいきん旅行には行きましたか？,2,旅行,23, 最近、旅行には行きましたか？,0,0,0,1,0,0,1,0,0,5.4,1.4
1902F2001_096,20,6,7, 旅行はどこに行ったことがありますか？,2,旅行,10, 旅行はどこに行ったことがありますか？,0,0,0,1,0,0,1,0,0,6,0.6
1902F2001_098,32,6.2,0, 今までいった「旅行」で特におすすめの場所はありますか？,2,旅行,23, 今までいった旅行で特におすすめの場所はありますか？,0,0,0,1,0,0,1,0,0,6.2,0.2
1902F2001_099,24,5.8,1, その旅先で何が一番楽しかったですか？,0,旅行,23, その旅先で何が一番楽しかったですか？,1,0,0,1,0,0,1,0,0,5.8,-0.4
1902F2001_100,18,5.8,5, 具体的には教えてもらえますか？,6,default,13, 具体的には教えてもらえますか？,1,0,0,1,1,0,0,0,0,5.8,0
1902F2001_101,21,3.8,0, すごい！面白い体験をされましたね!,7,旅行,5, すごい！面白い体験をされましたね!,0,0,0,0,0,0,1,0,0,3.8,-2
1902F2001_102,45,4.6,0, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,2,旅行,4, 数年前からスペインのバルセロナは人気の観光スポットですが、ご存知ですか？,0,0,0,1,0,0,1,0,0,4.6,0.8
1902F2001_103,100,3.8,0, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,7,旅行,4, 先日旅行にいった知り合いが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです。,1,0,0,0,0,0,1,0,0,3.8,-0.8
1902F2001_104,24,3.2,0, 旅行に行くときはなにか目的はありますか？,2,旅行,11, 旅行に行くときは何か目的はありますか？,0,0,0,1,0,0,1,0,0,3.2,-0.6
1902F2001_107,18,3.4,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1,0,0,0,0,3.4,0.2
1902F2001_107,18,3.4,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1,0,0,0,0,3.4,0
1902F2001_108,24,3.6,0, 貴重な体験談をありがとうございました。,4,旅行,20, 貴重な体験談をありがとうございました。,0,0,1,0,0,0,1,0,0,3.6,0.2
1902F2002_020,5,4,0, なるほど。,1,default,47, なるほど。,0,1,0,0,1,0,0,0,0,4,0
1902F2002_008,23,5,2, 甘いものと、からいものどちらがお好きですか？,2,食事,30, 甘いものと辛いもののどちらがお好きですか？,0,0,0,1,0,0,0,0,1,5,1
1902F2002_009,44,4.8,2, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,2,食事,24, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,0,0,0,1,0,0,0,0,1,4.8,-0.2
1902F2002_013,19,4,0, そうですか、とても美味しそうですね・・,1,食事,8, そうですか、とても美味しそうですね。,0,1,0,0,0,0,0,0,1,4,-0.8
1902F2002_011,20,5.4,7, 普段はどこでスイーツを買いますか？,2,食事,23, 普段はどこでスイーツを買いますか？,0,0,0,1,0,0,0,0,1,5.4,1.4
1902F2002_047,18,5.4,5, 具体的にはどういったものですか？,6,default,19, 具体的にはどういったものですか？,1,0,0,1,1,0,0,0,0,5.4,0
1902F2002_012,24,5.2,5, その中でもおすすめのスイーツはありますか？,0,食事,20, その中でもおすすめのスイーツはありますか？,1,0,0,1,0,0,0,0,1,5.2,-0.2
1902F2002_046,13,4.4,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1,0,0,0,0,4.4,-0.8
1902F2002_054,13,4,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1,0,0,0,0,4,-0.4
1902F2002_084,13,4,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1,0,0,0,0,4,0
1902F2002_096,13,4.2,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1,0,0,0,0,4.2,0.2
1902F2002_029,20,5.6,4, それのどういったところが好きなんですか？,6,default,5, それのどういったところが好きなんですか？,1,0,0,1,1,0,0,0,0,5.6,1.4
1902F2002_040,13,4,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1,0,0,0,0,4,-1.6
1902F2002_049,13,4,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1,0,0,0,0,4,0
1902F2002_102,13,4,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1,0,0,0,0,4,0
1902F2002_051,38,5,1, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,2,音楽,22, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,0,0,0,1,0,0,0,1,0,5,1
1902F2002_053,22,6.2,6, その歌手のどういうところが好きなんですか？,0,音楽,10, その歌手のどういうところが好きなんですか？,1,0,0,1,0,0,0,1,0,6.2,1.2
1902F2002_024,8,4,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1,0,0,0,0,4,-2.2
1902F2002_061,8,4,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1,0,0,0,0,4,0
1902F2002_072,8,4.2,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1,0,0,0,0,4.2,0.2
1902F2002_074,8,4,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1,0,0,0,0,4,-0.2
1902F2002_057,12,4.2,0, とても楽しそうですね。,1,音楽,10, とても楽しそうですね。,0,1,0,0,0,0,0,1,0,4.2,0.2
1902F2002_059,12,4.8,0, とても楽しそうですね。,1,音楽,10, とても楽しそうですね。,0,1,0,0,0,0,0,1,0,4.8,0.6
1902F2002_082,17,5.2,0, さいきん旅行には行きましたか？,2,旅行,23, 最近、旅行には行きましたか？,0,0,0,1,0,0,1,0,0,5.2,0.4
1902F2002_083,20,5.6,9, 旅行はどこに行ったことがありますか？,2,旅行,10, 旅行はどこに行ったことがありますか？,0,0,0,1,0,0,1,0,0,5.6,0.4
1902F2002_085,32,5.4,2, 今までいった「旅行」で特におすすめの場所はありますか？,2,旅行,23, 今までいった旅行で特におすすめの場所はありますか？,0,0,0,1,0,0,1,0,0,5.4,-0.199999999999999
1902F2002_086,24,6.2,7, その旅先で何が一番楽しかったですか？,0,旅行,23, その旅先で何が一番楽しかったですか？,1,0,0,1,0,0,1,0,0,6.2,0.8
1902F2002_089,18,5.8,5, 具体的には教えてもらえますか？,6,default,13, 具体的には教えてもらえますか？,1,0,0,1,1,0,0,0,0,5.8,-0.4
1902F2002_092,18,4.8,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1,0,0,0,0,4.8,-1
1902F2002_092,18,4.8,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1,0,0,0,0,4.8,0
1902F2002_093,24,4,0, 貴重な体験談をありがとうございました。,4,旅行,20, 貴重な体験談をありがとうございました。,0,0,1,0,0,0,1,0,0,4,-0.8
1902F2002_010,13,5.4,1, 具体的には何ですか？,6,default,9, 具体的には何ですか？,1,0,0,1,1,0,0,0,0,5.4,1.4
1902F2002_015,19,5.2,2, それは「最近」食べられたんですか？,0,食事,12, それは最近食べられたんですか？,1,0,0,1,0,0,0,0,1,5.2,-0.2
1902F2002_016,14,5,4, どこで食べられたんですか・・,2,食事,8, どこで食べられたんですか？,0,0,0,1,0,0,0,0,1,5,-0.2
1902F2002_017,19,5.6,0, お友達とランチに行ったりしますか？,2,食事,9, お友達とランチに行ったりしますか？,0,0,0,1,0,0,0,0,1,5.6,0.6
1902F2002_018,29,4.6,0, どんなところに行きますか？和食ですか洋食ですか？,2,食事,7, どんなところに行きますか？和食ですか洋食ですか？,0,0,0,1,0,0,0,0,1,4.6,-1
1902F2002_021,11,4.2,0, ありがとうございます。,4,default,18, ありがとうございます。,0,0,1,0,1,0,0,0,0,4.2,-0.4
1902F2002_031,11,4.2,0, ありがとうございます。,4,default,18, ありがとうございます。,0,0,1,0,1,0,0,0,0,4.2,0
1902F2002_067,11,4,0, ありがとうございます。,4,default,18, ありがとうございます。,0,0,1,0,1,0,0,0,0,4,-0.2
1902F2002_038,17,5,2, どういったところが好きなんですか？,2,default,3, どういったところが好きなんですか？,0,0,0,1,1,0,0,0,0,5,1
1902F2002_039,13,4.4,0, それは面白そうですね。,5,default,6, それは面白そうですね。,1,1,0,0,1,0,0,0,0,4.4,-0.6
1902F2002_039,13,4.4,0, それは面白そうですね。,5,default,6, それは面白そうですね。,1,1,0,0,1,0,0,0,0,4.4,0
1902F2002_048,19,4.6,0, いいですね，とても興味深いです！,3,default,3, いいですね、とても興味深いです！,0,0,0,0,1,0,0,0,0,4.6,0.199999999999999
1902F2002_055,15,5.6,5, おすすめの曲はありますか？,2,音楽,7, おすすめの曲はありますか？,0,0,0,1,0,0,0,1,0,5.6,1
1902F2002_056,17,5.2,3, カラオケで歌ったりするのですか？,2,音楽,3, カラオケで歌ったりするのですか？,0,0,0,1,0,0,0,1,0,5.2,-0.4
1902F2002_058,22,5,0, カラオケに行くときはお友達と行きますか？,2,音楽,4, カラオケに行くときはお友達と行きますか？,0,0,0,1,0,0,0,1,0,5,-0.2
1902F2002_060,33,3,2, そのほかで、おすすめのものはありますか？あったら教えてください．,6,default,2, そのほかで、おすすめのものはありますか？あったら教えてください？,1,0,0,1,1,0,0,0,0,3,-2
1902F2002_062,15,5.8,0, コンサートとかには行きますか？,2,音楽,6, コンサートとかには行きますか？,0,0,0,1,0,0,0,1,0,5.8,2.8
1902F2002_063,35,6,1, なまで演奏をきくと、迫力があって、感動するみたいですね！,7,音楽,4, なまで演奏をきくと、迫力があって、感動するみたいですね！,0,0,0,0,0,0,0,1,0,6,0.2
1902F2002_087,21,4.8,0, なるほど、それは素晴らしい経験ですね。,5,旅行,10, なるほど、それは素晴らしい経験ですね。,1,1,0,0,0,0,1,0,0,4.8,-1.2
1902F2002_088,24,5.6,0, その旅先で美味しい食べ物はたべましたか・・,0,旅行,22, その旅先で美味しい食べ物はたべましたか？,1,0,0,1,0,0,1,0,0,5.6,0.8
1902F2002_091,22,5.8,5, ほかには何か面白いことはありましたか？,0,旅行,16, ほかには何か面白いことはありましたか？,1,0,0,1,0,0,1,0,0,5.8,0.2
1902F2002_101,10,4,0, 面白いですよね。,3,default,2, 面白いですよね。,0,0,0,0,1,0,0,0,0,4,-1.8
1902F2002_101,10,4,0, 面白いですよね。,3,default,2, 面白いですよね。,0,0,0,0,1,0,0,0,0,4,0
1902F3001_008,23,5.4,3, 甘いものと、からいものどちらがお好きですか？,2,食事,30, 甘いものと辛いもののどちらがお好きですか？,0,0,0,1,0,0,0,0,1,5.4,0
1902F3001_009,44,5.6,6, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,2,食事,24, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,0,0,0,1,0,0,0,0,1,5.6,0.199999999999999
1902F3001_010,20,4.2,4, 普段はどこでスイーツを買いますか？,2,食事,23, 普段はどこでスイーツを買いますか？,0,0,0,1,0,0,0,0,1,4.2,-1.4
1902F3001_057,18,5.2,14, 具体的にはどういったものですか？,6,default,19, 具体的にはどういったものですか？,1,0,0,1,1,0,0,0,0,5.2,1
1902F3001_012,24,6,6, その中でもおすすめのスイーツはありますか？,0,食事,20, その中でもおすすめのスイーツはありますか？,1,0,0,1,0,0,0,0,1,6,0.8
1902F3001_032,13,3.6,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1,0,0,0,0,3.6,-2.4
1902F3001_011,20,4.8,0, 具体的に教えてもらっていいですか？,6,default,20, 具体的に教えてもらっていいですか？,1,0,0,1,1,0,0,0,0,4.8,1.2
1902F3001_034,13,4,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1,0,0,0,0,4,-0.8
1902F3001_028,38,5.4,4, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,2,音楽,22, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,0,0,0,1,0,0,0,1,0,5.4,1.4
1902F3001_030,22,5,5, その歌手のどういうところが好きなんですか？,0,音楽,10, その歌手のどういうところが好きなんですか？,1,0,0,1,0,0,0,1,0,5,-0.4
1902F3001_062,8,4,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1,0,0,0,0,4,-1
1902F3001_031,91,3.8,5, 「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,2,音楽,8, スローテンポの曲で、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く曲とかはありますか？,0,0,0,1,0,0,0,1,0,3.8,-0.2
1902F3001_040,17,3.6,0, なるほど、勉強になります・・,1,default,16, なるほど、勉強になります。,0,1,0,0,1,0,0,0,0,3.6,-0.2
1902F3001_033,33,4.8,10, そのほかで、おすすめのものはありますか？あったら教えてください．,6,default,2, そのほかで、おすすめのものはありますか？あったら教えてください？,1,0,0,1,1,0,0,0,0,4.8,1.2
1902F3001_013,36,3.8,0, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,1,食事,4, とても美味しそうですね。今度知りあいにもすすめてみようと思います。,0,1,0,0,0,0,0,0,1,3.8,-1
1902F3001_027,16,5,0, 最近音楽は聞きましたか？,2,音楽,6, 最近音楽は聞きましたか？,0,0,0,1,0,0,0,1,0,5,1.2
1902F3002_008,23,5.2,4, 甘いものと、からいものどちらがお好きですか？,2,食事,30, 甘いものと辛いもののどちらがお好きですか？,0,0,0,1,0,0,0,0,1,5.2,0
1902F3002_009,44,6.2,0, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,2,食事,24, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,0,0,0,1,0,0,0,0,1,6.2,1
1902F3002_010,20,5,2, 普段はどこでスイーツを買いますか？,2,食事,23, 普段はどこでスイーツを買いますか？,0,0,0,1,0,0,0,0,1,5,-1.2
1902F3002_011,45,6,3, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,2,食事,17, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか利用しますか？,0,0,0,1,0,0,0,0,1,6,1
1902F3002_012,24,6,6, その中でもおすすめのスイーツはありますか？,0,食事,20, その中でもおすすめのスイーツはありますか？,1,0,0,1,0,0,0,0,1,6,0
1902F3002_029,13,3.8,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1,0,0,0,0,3.8,-2.2
1902F3002_052,13,4,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1,0,0,0,0,4,0.2
1902F3002_068,13,4,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1,0,0,0,0,4,0
1902F3002_033,20,4.8,7, 具体的に教えてもらっていいですか？,6,default,20, 具体的に教えてもらっていいですか？,1,0,0,1,1,0,0,0,0,4.8,0.8
1902F3002_046,20,6,5, それのどういったところが好きなんですか？,6,default,5, それのどういったところが好きなんですか？,1,0,0,1,1,0,0,0,0,6,1.2
1902F3002_059,24,3.6,0, もう少し詳しく教えていただいていいですか。,2,default,31, もう少し詳しく教えていただいていいですか？,0,0,0,1,1,0,0,0,0,3.6,-2.4
1902F3002_020,13,4.6,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1,0,0,0,0,4.6,1
1902F3002_054,13,4,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1,0,0,0,0,4,-0.6
1902F3002_037,38,5,4, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,2,音楽,22, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,0,0,0,1,0,0,0,1,0,5,1
1902F3002_038,15,5.2,6, 具体的に教えてください？,6,default,3, 具体的に教えてください？,1,0,0,1,1,0,0,0,0,5.2,0.2
1902F3002_039,22,5.4,7, その歌手のどういうところが好きなんですか？,0,音楽,10, その歌手のどういうところが好きなんですか？,1,0,0,1,0,0,0,1,0,5.4,0.2
1902F3002_057,17,5.4,9, さいきん旅行には行きましたか？,2,旅行,23, 最近、旅行には行きましたか？,0,0,0,1,0,0,1,0,0,5.4,0
1902F3002_058,20,5.6,6, 旅行はどこに行ったことがありますか？,2,旅行,10, 旅行はどこに行ったことがありますか？,0,0,0,1,0,0,1,0,0,5.6,0.199999999999999
1902F3002_060,32,5.6,8, 今までいった「旅行」で特におすすめの場所はありますか？,2,旅行,23, 今までいった旅行で特におすすめの場所はありますか？,0,0,0,1,0,0,1,0,0,5.6,0
1902F3002_062,24,5.8,5, その旅先で何が一番楽しかったですか？,0,旅行,23, その旅先で何が一番楽しかったですか？,1,0,0,1,0,0,1,0,0,5.8,0.2
1902F3002_065,24,5.6,7, 旅行に行くときはなにか目的はありますか？,2,旅行,11, 旅行に行くときは何か目的はありますか？,0,0,0,1,0,0,1,0,0,5.6,-0.2
1902F3002_066,18,4.4,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1,0,0,0,0,4.4,-1.2
1902F3002_066,18,4.4,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1,0,0,0,0,4.4,0
1902F3002_069,24,4,0, 貴重な体験談をありがとうございました。,4,旅行,20, 貴重な体験談をありがとうございました。,0,0,1,0,0,0,1,0,0,4,-0.4
1902F3002_041,13,4.8,7, 具体的には何ですか？,6,default,9, 具体的には何ですか？,1,0,0,1,1,0,0,0,0,4.8,0.8
1902F3002_015,19,5.2,1, お友達とランチに行ったりしますか？,2,食事,9, お友達とランチに行ったりしますか？,0,0,0,1,0,0,0,0,1,5.2,0.4
1902F3002_018,29,4.8,1, どんなところに行きますか？和食ですか洋食ですか？,2,食事,7, どんなところに行きますか？和食ですか洋食ですか？,0,0,0,1,0,0,0,0,1,4.8,-0.4
1902F3002_040,15,5.4,9, おすすめの曲はありますか？,2,音楽,7, おすすめの曲はありますか？,0,0,0,1,0,0,0,1,0,5.4,0.600000000000001
1902F3002_064,22,4.4,3, ほかには何か面白いことはありましたか？,0,旅行,16, ほかには何か面白いことはありましたか？,1,0,0,1,0,0,1,0,0,4.4,-1
