exchgID,state,action,theme,UI,utterance
35_U,-,-,-,4.148663282568443,
36_S,qs_x_s_17_Nx_n_po,qs_x_s,音楽,-, カラオケは好きですか？
36_U,-,-,-,4.1717422135448805,
37_S,qs_x_s_14_Nx_n_po,qs_x_s,音楽,-, カラオケでよくなにをうたうのですか？
37_U,-,-,-,4.337830839301089,
38_S,qs_x_s_16_Nx_n_po,qs_x_s,音楽,-, おすすめの曲はありますか？
38_U,-,-,-,4.145377579944404,
39_S,qs_x_s_20_Nx_n_po,qs_x_s,音楽,-, がっきは何を演奏するのですか。
39_U,-,-,-,4.338203075790691,
40_S,qs_x_s_19_Nx_n_po,qs_x_s,音楽,-, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？
40_U,-,-,-,4.3551672089588145,
41_S,qs_x_s_12_Nx_n_po,qs_x_s,音楽,-, コンサートとかには行きますか？
41_U,-,-,-,4.154685081790526,
