exchgID,state,action,theme,UI,utterance
25_U,-,-,-,4.327622704826824,
26_S,qs_x_s_7_Nx_n_po,qs_x_s,スポーツ,-, 好きなスポーツはなんですか？
26_U,-,-,-,4.353831870440845,
27_S,qs_x_s_4_Nx_n_po,qs_x_s,スポーツ,-, 最近スポーツはしましたか？
27_U,-,-,-,4.146503314429836,
28_S,qs_x_s_8_Nx_n_po,qs_x_s,スポーツ,-, パリで開催されるオリンピックを、見にいく予定はありますか？
28_U,-,-,-,4.178926415739803,
29_S,qs_x_s_11_Nx_n_po,qs_x_s,スポーツ,-, スポーツはよくするんですか？
29_U,-,-,-,4.199353825648335,
30_S,qs_x_s_6_Nx_n_po,qs_x_s,スポーツ,-, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？
30_U,-,-,-,4.154475839817287,
31_S,qs_x_s_3_Nx_n_po,qs_x_s,スポーツ,-, オリンピックは今までに見たことはありますか？
31_U,-,-,-,4.150551179287442,
32_S,qs_x_s_5_Nx_n_po,qs_x_s,スポーツ,-, スポーツはするほうが好きですか？それとも見るほうが好きですか？
32_U,-,-,-,4.390658034339391,
33_S,qs_x_s_31_Nx_n_po,change_theme,-,-, *** これから旅行の話をしましょう***
33_U,-,-,-,3.6656917026105167,
34_S,ct_0,qs_x_s,旅行,-, さいきん旅行には行きましたか？
34_U,-,-,-,4.131211777628448,
35_S,qs_x_s_35_Nx_n_po,qs_x_s,旅行,-, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？
35_U,-,-,-,4.16654075059618,
36_S,qs_x_s_36_Nx_n_po,qs_x_s,旅行,-, 「温泉」などリフレッシュするためにいきますか？
36_U,-,-,-,4.123549097188337,
37_S,qs_x_s_33_Nx_n_po,qs_x_s,旅行,-, 旅行に行くときはなにか目的はありますか？
37_U,-,-,-,4.136137239580832,
38_S,qs_x_s_32_Nx_n_po,io,旅行,-, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・
38_U,-,-,-,4.042656989153133,
39_S,io_0_Nx_n_po,qs_x_s,旅行,-, 今までいった「旅行」で特におすすめの場所はありますか？
39_U,-,-,-,4.149628211942726,
40_S,qs_x_s_34_Nx_n_po,re_o_m,default,-, なるほど、面白そうですね！
40_U,-,-,-,3.9551999711281343,
41_S,re_o_m_0_Nx_n_po,qs_x_s,旅行,-, 旅行にはよく行かれますか？
41_U,-,-,-,4.132993387110107,
42_S,qs_x_s_30_Nx_n_po,qs_x_s,旅行,-, 旅行はどこに行ったことがありますか？
42_U,-,-,-,4.346496546094679,
