exchgID,state,action,theme,UI,utterance
16_S,qs_x_s_35_Nx_n_po,qs_x_s,旅行,-, 旅行に行くときはなにか目的はありますか？
16_U,-,-,-,4.18993198106173,
17_S,qs_x_s_32_Nx_n_po,qs_x_s,旅行,-, 旅行にはよく行かれますか？
17_U,-,-,-,4.199486162051353,
18_S,qs_x_s_30_Nx_n_po,qs_x_s,旅行,-, 旅行はどこに行ったことがありますか？
18_U,-,-,-,4.374320150496082,
19_S,qs_x_s_31_Nx_n_po,qs_x_s,旅行,-, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？
19_U,-,-,-,4.2090347626126015,
20_S,qs_x_s_18_Nx_n_po,change_theme,-,-, *** これから音楽の話をしましょう***
20_U,-,-,-,3.7602278896904107,
21_S,ct_0,qs_x_s,音楽,-, おすすめの歌手やきょくってありますか？
21_U,-,-,-,4.169362728085005,
22_S,qs_x_s_13_Nx_n_po,qs_x_s,音楽,-, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？
22_U,-,-,-,4.488913245408741,
23_S,qs_x_s_12_Nx_n_po,qs_x_s,音楽,-, カラオケでよくなにをうたうのですか？
23_U,-,-,-,4.399273101272317,
24_S,qs_x_s_16_Nx_n_po,qs_x_s,音楽,-, 最近音楽は聞きましたか？
24_U,-,-,-,4.191110403067508,
25_S,qs_x_s_18_Nx_n_po,qs_x_s,音楽,-, 「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
25_U,-,-,-,4.202095383056665,
26_S,qs_x_s_1_Nx_n_po,qs_x_s,音楽,-, おすすめの曲はありますか？
26_U,-,-,-,4.080960778280767,
27_S,qs_x_s_20_Nx_n_po,qs_x_s,音楽,-, カラオケは好きですか？
27_U,-,-,-,4.141685441558756,
28_S,qs_x_s_14_Nx_n_po,qs_x_s,音楽,-, がっきは何を演奏するのですか。
28_U,-,-,-,4.2872461961788115,
29_S,qs_x_s_19_Nx_n_po,qs_x_s,音楽,-, カラオケに行くときはお友達と行きますか？
29_U,-,-,-,4.095040949465794,
30_S,qs_x_s_17_Nx_n_po,qs_x_s,音楽,-, カラオケで歌ったりするのですか？
30_U,-,-,-,4.172179713191035,
31_S,qs_x_s_21_Nx_n_po,qs_x_s,音楽,-, コンサートとかには行きますか？
31_U,-,-,-,4.069168133625556,
32_S,qs_x_s_25_Nx_n_po,change_theme,-,-, *** これから食事の話をしましょう***
32_U,-,-,-,3.6880156765995165,
33_S,ct_0,qs_x_s,食事,-, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
33_U,-,-,-,4.1627088809851305,
34_S,qs_x_s_23_Nx_n_po,qs_x_s,食事,-, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？
34_U,-,-,-,4.120614688826441,
35_S,qs_x_s_24_Nx_n_po,qs_x_s,食事,-, 最近はまっている食べ物はありますか・・
35_U,-,-,-,4.153733632631142,
36_S,qs_x_s_27_Nx_n_po,qs_x_s,食事,-, お友達とランチに行ったりしますか？
36_U,-,-,-,4.246186705769851,
37_S,qs_x_s_28_Nx_n_po,qs_x_s,食事,-, 普段はどこでスイーツを買いますか？
37_U,-,-,-,4.412057480299076,
38_S,qs_x_s_26_Nx_n_po,qs_x_s,食事,-, どんなところに行きますか？和食ですか洋食ですか？
38_U,-,-,-,4.420773734232182,
39_S,qs_x_s_22_Nx_n_po,qs_x_s,食事,-, 甘いものと、からいものどちらがお好きですか？
39_U,-,-,-,4.396539193020297,
40_S,qs_x_s_25_Nx_n_po,qs_x_s,食事,-, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？
40_U,-,-,-,4.421315085090715,
