exchgID,state,action,theme,UI,utterance
30_S,re_x_m_0_Nx_n_po,qs_x_s,スポーツ,-, なにかおすすめのスポーツ観戦はありますか？
30_U,-,-,-,4.13654292874893,
31_S,qs_x_s_9_Nx_n_po,qs_x_s,スポーツ,-, 競技はなにをご覧になりますか？
31_U,-,-,-,4.476560320008854,
32_S,qs_x_s_10_Nx_n_po,qs_x_s,スポーツ,-, どんなスポーツをされますか？
32_U,-,-,-,4.353057051890893,
33_S,qs_x_s_29_Nx_n_po,change_theme,-,-, *** これから食事の話をしましょう***
33_U,-,-,-,3.7148645148603463,
34_S,ct_0,qs_x_s,食事,-, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
34_U,-,-,-,4.376616242575219,
35_S,qs_x_s_23_Nx_n_po,qs_x_s,食事,-, 普段はどこでスイーツを買いますか？
35_U,-,-,-,4.3119535198686805,
36_S,qs_x_s_26_Nx_n_po,qs_x_s,食事,-, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？
36_U,-,-,-,4.592227479536303,
37_S,qs_x_s_29_Nx_n_po,qs_x_s,食事,-, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？
37_U,-,-,-,4.0828580198973485,
38_S,qs_x_s_24_Nx_n_po,qs_x_s,食事,-, 甘いものと、からいものどちらがお好きですか？
38_U,-,-,-,4.318547069763764,
39_S,qs_x_s_25_Nx_n_po,qs_x_s,食事,-, お友達とランチに行ったりしますか？
39_U,-,-,-,4.3402833010579736,
40_S,qs_x_s_28_Nx_n_po,qs_x_s,食事,-, どんなところに行きますか？和食ですか洋食ですか？
40_U,-,-,-,4.496950508123996,
41_S,qs_x_s_22_Nx_n_po,qs_x_s,食事,-, 最近はまっている食べ物はありますか・・
41_U,-,-,-,4.397659399078937,
